Mod:Item:MetaData, Localized Name
lotr:item.spawnEgg:310, Spawn Umbarian
lotr:item.spawnEgg:311, Spawn Umbar Soldier
lotr:item.spawnEgg:312, Spawn Umbar Archer
lotr:item.spawnEgg:313, Spawn Umbar Banner Bearer
lotr:item.spawnEgg:314, Spawn Morwaith Mercenary
lotr:item.spawnEgg:315, Spawn Gulfing
lotr:item.spawnEgg:316, Spawn Gulfing Warrior
lotr:item.spawnEgg:317, Spawn Gulfing Archer
lotr:item.spawnEgg:318, Spawn Gulfing Banner Bearer
lotr:item.spawnEgg:319, Spawn Corsair of Umbar
lotr:item.spawnEgg:320, Spawn Harad Nomad
lotr:item.spawnEgg:321, Spawn Nomad Guard
lotr:item.spawnEgg:322, Spawn Nomad Archer
lotr:item.spawnEgg:323, Spawn Nomad Banner Bearer
lotr:item.spawnEgg:324, Spawn Harnennor Warlord
lotr:item.spawnEgg:325, Spawn Umbar Captain
lotr:item.spawnEgg:326, Spawn Corsair Captain
lotr:item.spawnEgg:327, Spawn Nomad Chieftain
lotr:item.spawnEgg:328, Spawn Gulfing Warlord
lotr:item.spawnEgg:329, Spawn Southron Champion
lotr:item.spawnEgg:330, Spawn Slave of Harad
lotr:item.spawnEgg:331, Spawn Corsair Slaver
lotr:item.spawnEgg:332, Spawn Harnennor Bronzesmith
lotr:item.spawnEgg:333, Spawn Umbar Blacksmith
lotr:item.spawnEgg:334, Spawn Gulfing Blacksmith
lotr:item.spawnEgg:335, Spawn Gondorian Renegade
lotr:item.spawnEgg:336, Spawn Nomad Merchant
lotr:item.spawnEgg:337, Spawn Harnennor Bartender
lotr:item.spawnEgg:338, Spawn Harnennor Lumberman
lotr:item.spawnEgg:339, Spawn Harnennor Stonemason
lotr:item.spawnEgg:340, Spawn Harnennor Butcher
lotr:item.spawnEgg:341, Spawn Harnennor Brewer
lotr:item.spawnEgg:342, Spawn Harnennor Fishmonger
lotr:item.spawnEgg:343, Spawn Harnennor Baker
lotr:item.spawnEgg:344, Spawn Harnennor Huntsman
lotr:item.spawnEgg:345, Spawn Harnennor Miner
lotr:item.spawnEgg:346, Spawn Coast Southron Lumberman
lotr:item.spawnEgg:347, Spawn Coast Southron Stonemason
lotr:item.spawnEgg:348, Spawn Coast Southron Fishmonger
lotr:item.spawnEgg:349, Spawn Coast Southron Baker
lotr:item.spawnEgg:350, Spawn Coast Southron Goldsmith
lotr:item.spawnEgg:351, Spawn Umbar Lumberman
lotr:item.spawnEgg:352, Spawn Umbar Butcher
lotr:item.spawnEgg:353, Spawn Umbar Brewer
lotr:item.spawnEgg:354, Spawn Umbar Fishmonger
lotr:item.spawnEgg:355, Spawn Umbar Baker
lotr:item.spawnEgg:356, Spawn Umbar Florist
lotr:item.spawnEgg:357, Spawn Umbar Miner
lotr:item.spawnEgg:358, Spawn Umbar Goldsmith
lotr:item.spawnEgg:359, Spawn Umbar Stonemason
lotr:item.spawnEgg:360, Spawn Nomad Stonemason
lotr:item.spawnEgg:361, Spawn Nomad Brewer
lotr:item.spawnEgg:362, Spawn Nomad Miner
lotr:item.spawnEgg:363, Spawn Gulfing Stonemason
lotr:item.spawnEgg:364, Spawn Gulfing Butcher
lotr:item.spawnEgg:365, Spawn Gulfing Brewer
lotr:item.spawnEgg:366, Spawn Gulfing Fishmonger
lotr:item.spawnEgg:367, Spawn Gulfing Baker
lotr:item.spawnEgg:368, Spawn Gulfing Miner
lotr:item.spawnEgg:369, Spawn Gulfing Goldsmith
lotr:item.spawnEgg:370, Spawn Gulfing Lumberman
lotr:item.spawnEgg:371, Spawn Gulfing Huntsman
lotr:item.spawnEgg:372, Spawn Nomad Armourer
lotr:item.spawnEgg:373, Spawn Coast Southron Bartender
lotr:item.spawnEgg:374, Spawn Umbar Bartender
lotr:item.spawnEgg:375, Spawn Gulfing Bartender
lotr:item.spawnEgg:376, Spawn Harnennor Farmhand
lotr:item.spawnEgg:377, Spawn Harnennor Farmer
lotr:item.spawnEgg:378, Spawn Coast Southron Farmer
lotr:item.spawnEgg:379, Spawn Umbar Farmer
lotr:item.spawnEgg:380, Spawn Gulfing Farmer
lotr:item.spawnEgg:381, Spawn Taurethrim Smith
lotr:item.spawnEgg:382, Spawn White Oryx
lotr:item.spawnEgg:383, Spawn Black Uruk Captain
lotr:item.spawnEgg:384, Spawn Wicked Dwarf
lotr:item.spawnEgg:385, Spawn Bree-Man
lotr:item.spawnEgg:386, Spawn Bree-land Guard
lotr:item.spawnEgg:387, Spawn Bree-land Banner Bearer
lotr:item.spawnEgg:388, Spawn Bree-land Sherriff
lotr:item.spawnEgg:389, Spawn Bree-land Blacksmith
lotr:item.spawnEgg:390, Spawn Bree-land Innkeeper
lotr:item.spawnEgg:391, Spawn Bree-hobbit
lotr:item.spawnEgg:392, Spawn Ruffian Spy
lotr:item.spawnEgg:393, Spawn Ruffian Brute
lotr:item.spawnEgg:394, Spawn Bree-hobbit Innkeeper
lotr:item.spawnEgg:395, Spawn Bree-land Baker
lotr:item.spawnEgg:396, Spawn Bree-land Butcher
lotr:item.spawnEgg:397, Spawn Bree-land Brewer
lotr:item.spawnEgg:398, Spawn Bree-land Stonemason
lotr:item.spawnEgg:399, Spawn Bree-land Lumberman
lotr:item.spawnEgg:400, Spawn Bree-land Florist
lotr:item.spawnEgg:401, Spawn Bree-land Farmer
lotr:item.spawnEgg:402, Spawn Bree-land Farmhand
lotr:item.spawnEgg:403, Spawn Bree-hobbit Baker
lotr:item.spawnEgg:404, Spawn Bree-hobbit Butcher
lotr:item.spawnEgg:405, Spawn Bree-hobbit Brewer
lotr:item.spawnEgg:406, Spawn Bree-hobbit Florist
lotr:item.spawnEgg:800, Spawn Utumno Orc
lotr:item.spawnEgg:801, Spawn Utumno Orc Archer
lotr:item.spawnEgg:802, Spawn Utumno Warg
lotr:item.spawnEgg:803, Spawn Utumno Ice Warg
lotr:item.spawnEgg:804, Spawn Utumno Obsidian Warg
lotr:item.spawnEgg:805, Spawn Utumno Fire Warg
lotr:item.spawnEgg:806, Spawn Utumno Ice Spider
lotr:item.spawnEgg:807, Spawn Balrog
lotr:item.spawnEgg:808, Spawn Tormented Elf
lotr:item.spawnEgg:809, Spawn Utumno Troll
lotr:item.spawnEgg:810, Spawn Utumno Snow-troll
lotr:item.spawnEgg:1001, Spawn Gollum
lotr:item.spawnEgg:1002, Spawn Saruman
lotr:item.spawnEgg:1003, Spawn Grey Wanderer
lotr:item.pipeweedLeaf, Pipe-weed Leaf
lotr:item.pipeweedSeeds, Pipe-weed Seeds
lotr:item.lettuce, Lettuce
lotr:item.shovelMithril, Mithril Shovel
lotr:item.pickaxeMithril, Mithril Pickaxe
lotr:item.axeMithril, Mithril Axe
lotr:item.swordMithril, Mithril Sword
lotr:item.hoeMithril, Mithril Hoe
lotr:item.orcTorch, Orc Torch
lotr:item.sauronMace, Mace of Sauron
lotr:item.gandalfStaffWhite, Staff of Gandalf the White
lotr:item.swordGondor, Gondorian Sword
lotr:item.helmetGondor, Gondorian Helmet
lotr:item.bodyGondor, Gondorian Chestplate
lotr:item.legsGondor, Gondorian Leggings
lotr:item.bootsGondor, Gondorian Boots
lotr:item.helmetMithril, Mithril Helmet
lotr:item.bodyMithril, Mithril Chestplate
lotr:item.legsMithril, Mithril Leggings
lotr:item.bootsMithril, Mithril Boots
lotr:item.spearGondor, Gondorian Spear
lotr:item.spearOrc, Mordor Spear
lotr:item.spearBronze, Bronze Spear
lotr:item.spearIron, Iron Spear
lotr:item.spearMithril, Mithril Spear
lotr:item.anduril, Andúril
lotr:item.dye:0, Yellow Dye
lotr:item.dye:1, White Dye
lotr:item.dye:2, Bluebell Blue
lotr:item.dye:3, Clover Green
lotr:item.dye:4, Charcoal Dust
lotr:item.dye:5, Brown Dye
lotr:item.mallornStick, Mallorn Stick
lotr:item.shovelMallorn, Mallorn Shovel
lotr:item.pickaxeMallorn, Mallorn Pickaxe
lotr:item.axeMallorn, Mallorn Axe
lotr:item.swordMallorn, Mallorn Sword
lotr:item.hoeMallorn, Mallorn Hoe
lotr:item.shovelElven, Galadhrim Shovel
lotr:item.pickaxeElven, Galadhrim Pickaxe
lotr:item.axeElven, Galadhrim Axe
lotr:item.swordElven, Galadhrim Sword
lotr:item.hoeElven, Galadhrim Hoe
lotr:item.spearElven, Galadhrim Spear
lotr:item.mallornBow, Mallorn Bow
lotr:item.helmetElven, Galadhrim Helmet
lotr:item.bodyElven, Galadhrim Chestplate
lotr:item.legsElven, Galadhrim Leggings
lotr:item.bootsElven, Galadhrim Boots
lotr:item.coin:0, Silver Coin
lotr:item.coin:1, Silver Coin (10)
lotr:item.coin:2, Silver Coin (100)
lotr:item.gammon, Gammon
lotr:item.clayPlate, Clay Plate
lotr:item.plate, Fine Plate
lotr:item.elvenBow, Galadhrim Bow
lotr:item.wargFur, Fur
lotr:item.helmetWarg, Fur Hat
lotr:item.bodyWarg, Fur Tunic
lotr:item.legsWarg, Fur Leggings
lotr:item.bootsWarg, Fur Boots
lotr:item.orcBow, Orc Bow
lotr:item.mugMead:0, Mead
lotr:item.mugMead:1, Mead
lotr:item.mugMead:2, Mead
lotr:item.mugMead:3, Mead
lotr:item.mugMead:4, Mead
lotr:item.wargskinRug:0, Wargskin Rug
lotr:item.wargskinRug:1, Wargskin Rug
lotr:item.wargskinRug:2, Wargskin Rug
lotr:item.wargskinRug:3, Wargskin Rug
lotr:item.wargskinRug:4, Wargskin Rug
lotr:item.wargskinRug:5, Wargskin Rug
lotr:item.wargskinRug:6, Wargskin Rug
lotr:item.quenditeCrystal, Edhelvir
lotr:item.blacksmithHammer, Blacksmith Hammer
lotr:item.daggerGondor, Gondorian Dagger
lotr:item.daggerElven, Galadhrim Dagger
lotr:item.hobbitRing, Hobbit Marriage Ring
lotr:item.elvenBed, Galadhrim Bed
lotr:item.wargBone, Warg Bone
lotr:item.appleGreen, Apple
lotr:item.pear, Pear
lotr:item.cherry, Cherries
lotr:item.dwarfSteel, Dwarven Steel Ingot
lotr:item.shovelDwarven, Dwarven Shovel
lotr:item.pickaxeDwarven, Dwarven Pickaxe
lotr:item.axeDwarven, Dwarven Axe
lotr:item.swordDwarven, Dwarven Sword
lotr:item.hoeDwarven, Dwarven Hoe
lotr:item.daggerDwarven, Dwarven Dagger
lotr:item.battleaxeDwarven, Dwarven Battleaxe
lotr:item.hammerDwarven, Dwarven Warhammer
lotr:item.shovelOrc, Mordor Shovel
lotr:item.pickaxeOrc, Mordor Pickaxe
lotr:item.axeOrc, Mordor Axe
lotr:item.hoeOrc, Mordor Hoe
lotr:item.hammerOrc, Mordor Warhammer
lotr:item.helmetDwarven, Dwarven Helmet
lotr:item.bodyDwarven, Dwarven Chestplate
lotr:item.legsDwarven, Dwarven Leggings
lotr:item.bootsDwarven, Dwarven Boots
lotr:item.galvorn, Galvorn Ingot
lotr:item.helmetGalvorn, Galvorn Helmet
lotr:item.bodyGalvorn, Galvorn Chestplate
lotr:item.legsGalvorn, Galvorn Leggings
lotr:item.bootsGalvorn, Galvorn Boots
lotr:item.daggerBronze, Bronze Dagger
lotr:item.daggerIron, Iron Dagger
lotr:item.daggerMithril, Mithril Dagger
lotr:item.battleaxeMithril, Mithril Battleaxe
lotr:item.hammerMithril, Mithril Warhammer
lotr:item.hammerGondor, Gondorian Warhammer
lotr:item.orcBone, Orc Bone
lotr:item.elfBone, Elf Bone
lotr:item.dwarfBone, Dwarf Bone
lotr:item.hobbitBone, Hobbit Bone
lotr:item.commandHorn:0, Horn of Command
lotr:item.commandHorn:1, Horn of Command - Halt Units
lotr:item.commandHorn:2, Horn of Command - Ready Units
lotr:item.commandHorn:3, Horn of Command - Summon Units
lotr:item.throwingAxeDwarven, Dwarven Throwing Axe
lotr:item.urukSteel, Uruk Steel Ingot
lotr:item.shovelUruk, Uruk Shovel
lotr:item.pickaxeUruk, Uruk Pickaxe
lotr:item.axeUruk, Uruk Axe
lotr:item.scimitarUruk, Uruk Cleaver
lotr:item.hoeUruk, Uruk Hoe
lotr:item.daggerUruk, Uruk Dagger
lotr:item.daggerUrukPoisoned, Poisoned Uruk Dagger
lotr:item.battleaxeUruk, Uruk Battleaxe
lotr:item.hammerUruk, Uruk Warhammer
lotr:item.spearUruk, Uruk Spear
lotr:item.helmetUruk, Uruk Helmet
lotr:item.bodyUruk, Uruk Chestplate
lotr:item.legsUruk, Uruk Leggings
lotr:item.bootsUruk, Uruk Boots
lotr:item.crossbowBolt, Crossbow Bolt
lotr:item.urukCrossbow, Uruk Crossbow
lotr:item.cherryPie, Cherry Pie
lotr:item.trollBone, Troll Bone
lotr:item.trollStatue:0, Troll Statue #1
lotr:item.trollStatue:0, Troll Statue #1
lotr:item.trollStatue:1, Troll Statue #2
lotr:item.trollStatue:1, Troll Statue #2
lotr:item.trollStatue:2, Troll Statue #3
lotr:item.trollStatue:2, Troll Statue #3
lotr:item.ironCrossbow, Iron Crossbow
lotr:item.mithrilCrossbow, Mithril Crossbow
lotr:item.woodElvenBed, Wood-elven Bed
lotr:item.helmetWoodElvenScout, Wood-elven Scout Hood
lotr:item.bodyWoodElvenScout, Wood-elven Scout Tunic
lotr:item.legsWoodElvenScout, Wood-elven Scout Leggings
lotr:item.bootsWoodElvenScout, Wood-elven Scout Boots
lotr:item.mirkwoodBow, Bow of Mirkwood
lotr:item.mugRedWine:0, Red Wine
lotr:item.mugRedWine:1, Red Wine
lotr:item.mugRedWine:2, Red Wine
lotr:item.mugRedWine:3, Red Wine
lotr:item.mugRedWine:4, Red Wine
lotr:item.ancientParts:0, Ancient Sword Tip
lotr:item.ancientParts:1, Ancient Sword Blade
lotr:item.ancientParts:2, Ancient Sword Hilt
lotr:item.ancientParts:3, Ancient Armor Plate
lotr:item.ancient:0, Ancient Sword
lotr:item.ancient:1, Ancient Dagger
lotr:item.ancient:2, Ancient Helmet
lotr:item.ancient:3, Ancient Chestplate
lotr:item.ancient:4, Ancient Leggings
lotr:item.ancient:5, Ancient Boots
lotr:item.swordRohan, Rohirric Sword
lotr:item.daggerRohan, Rohirric Dagger
lotr:item.spearRohan, Rohirric Spear
lotr:item.helmetRohan, Rohirric Coif
lotr:item.bodyRohan, Rohirric Hauberk
lotr:item.legsRohan, Rohirric Leggings
lotr:item.bootsRohan, Rohirric Boots
lotr:item.helmetGondorWinged, Winged Gondorian Helmet
lotr:item.guldurilCrystal, Gulduril
lotr:item.mallornNut, Mallorn Nut
lotr:item.dwarvenBed, Dwarven Bed
lotr:item.mugCider:0, Cider
lotr:item.mugCider:1, Cider
lotr:item.mugCider:2, Cider
lotr:item.mugCider:3, Cider
lotr:item.mugCider:4, Cider
lotr:item.mugPerry:0, Perry
lotr:item.mugPerry:1, Perry
lotr:item.mugPerry:2, Perry
lotr:item.mugPerry:3, Perry
lotr:item.mugPerry:4, Perry
lotr:item.mugCherryLiqueur:0, Cherry Liqueur
lotr:item.mugCherryLiqueur:1, Cherry Liqueur
lotr:item.mugCherryLiqueur:2, Cherry Liqueur
lotr:item.mugCherryLiqueur:3, Cherry Liqueur
lotr:item.mugCherryLiqueur:4, Cherry Liqueur
lotr:item.mugRum:0, Rum
lotr:item.mugRum:1, Rum
lotr:item.mugRum:2, Rum
lotr:item.mugRum:3, Rum
lotr:item.mugRum:4, Rum
lotr:item.mugAthelasBrew:0, Athelas Brew
lotr:item.mugAthelasBrew:1, Athelas Brew
lotr:item.mugAthelasBrew:2, Athelas Brew
lotr:item.mugAthelasBrew:3, Athelas Brew
lotr:item.mugAthelasBrew:4, Athelas Brew
lotr:item.armorStand, Armor Stand
lotr:item.pebble, Pebble
lotr:item.sling, Sling
lotr:item.mysteryWeb, Mystery Web
lotr:item.mugDwarvenTonic:0, Dwarven Tonic
lotr:item.mugDwarvenTonic:1, Dwarven Tonic
lotr:item.mugDwarvenTonic:2, Dwarven Tonic
lotr:item.mugDwarvenTonic:3, Dwarven Tonic
lotr:item.mugDwarvenTonic:4, Dwarven Tonic
lotr:item.helmetRanger, Ranger Hood
lotr:item.bodyRanger, Ranger Tunic
lotr:item.legsRanger, Ranger Leggings
lotr:item.bootsRanger, Ranger Boots
lotr:item.helmetDunlending, Dunlending Helmet
lotr:item.bodyDunlending, Dunlending Chestplate
lotr:item.legsDunlending, Dunlending Leggings
lotr:item.bootsDunlending, Dunlending Boots
lotr:item.dunlendingClub, Dunlending Club
lotr:item.dunlendingTrident, Dunlending Trident
lotr:item.entDraught:0, Green Ent-draught
lotr:item.entDraught:1, Brown Ent-draught
lotr:item.entDraught:2, Golden Ent-draught
lotr:item.entDraught:3, Yellow Ent-draught
lotr:item.entDraught:4, Red Ent-draught
lotr:item.entDraught:5, Silver Ent-draught
lotr:item.entDraught:6, Blue Ent-draught
lotr:item.mugDwarvenAle:0, Dwarven Ale
lotr:item.mugDwarvenAle:1, Dwarven Ale
lotr:item.mugDwarvenAle:2, Dwarven Ale
lotr:item.mugDwarvenAle:3, Dwarven Ale
lotr:item.mugDwarvenAle:4, Dwarven Ale
lotr:item.maggotyBread, Maggoty Bread
lotr:item.morgulSteel, Morgul Steel Ingot
lotr:item.morgulBlade, Morgul Blade
lotr:item.helmetMorgul, Morgul Helmet
lotr:item.bodyMorgul, Morgul Chestplate
lotr:item.legsMorgul, Morgul Leggings
lotr:item.bootsMorgul, Morgul Boots
lotr:item.leatherHat, Leather Hat
lotr:item.featherDyed, Dyed Feather
lotr:item.mattockDwarven, Dwarven Mattock
lotr:item.orcBed, Orc Bed
lotr:item.shovelWoodElven, Wood-elven Shovel
lotr:item.pickaxeWoodElven, Wood-elven Pickaxe
lotr:item.axeWoodElven, Wood-elven Axe
lotr:item.swordWoodElven, Wood-elven Sword
lotr:item.hoeWoodElven, Wood-elven Hoe
lotr:item.daggerWoodElven, Wood-elven Dagger
lotr:item.spearWoodElven, Wood-elven Spear
lotr:item.helmetWoodElven, Wood-elven Helmet
lotr:item.bodyWoodElven, Wood-elven Chestplate
lotr:item.legsWoodElven, Wood-elven Leggings
lotr:item.bootsWoodElven, Wood-elven Boots
lotr:item.rabbitRaw, Raw Rabbit
lotr:item.rabbitCooked, Cooked Rabbit
lotr:item.rabbitStew, Rabbit Stew
lotr:item.mugVodka:0, Vodka
lotr:item.mugVodka:1, Vodka
lotr:item.mugVodka:2, Vodka
lotr:item.mugVodka:3, Vodka
lotr:item.mugVodka:4, Vodka
lotr:item.sulfur, Sulfur
lotr:item.saltpeter, Niter
lotr:item.commandSword, Sword of Command
lotr:item.hobbitPancake, Hobbit Pancake
lotr:item.bottlePoison, Bottle of Poison
lotr:item.daggerBronzePoisoned, Poisoned Bronze Dagger
lotr:item.daggerIronPoisoned, Poisoned Iron Dagger
lotr:item.daggerMithrilPoisoned, Poisoned Mithril Dagger
lotr:item.daggerGondorPoisoned, Poisoned Gondorian Dagger
lotr:item.daggerElvenPoisoned, Poisoned Galadhrim Dagger
lotr:item.daggerDwarvenPoisoned, Poisoned Dwarven Dagger
lotr:item.daggerRohanPoisoned, Poisoned Rohirric Dagger
lotr:item.daggerWoodElvenPoisoned, Poisoned Wood-elven Dagger
lotr:item.banner:0, Banner of Gondor
lotr:item.banner:1, Banner of Rohan
lotr:item.banner:2, Banner of Mordor
lotr:item.banner:3, Banner of Lothlórien
lotr:item.banner:4, Banner of the Woodland Realm
lotr:item.banner:5, Banner of Dunland
lotr:item.banner:6, Banner of Isengard
lotr:item.banner:7, Banner of Durin's Folk
lotr:item.banner:8, Banner of Angmar
lotr:item.banner:9, Banner of Near Harad
lotr:item.banner:10, Banner of Lindon
lotr:item.banner:11, Banner of the Blue Mountains
lotr:item.banner:12, Banner of the Dúnedain of the North
lotr:item.banner:13, Banner of Dol Guldur
lotr:item.banner:14, Banner of Gundabad
lotr:item.banner:15, Banner of the Half-trolls
lotr:item.banner:16, Banner of Dol Amroth
lotr:item.banner:17, Banner of the Morwaith
lotr:item.banner:18, Banner of the Taurethrim
lotr:item.banner:19, Banner of Dale
lotr:item.banner:20, Banner of Dorwinion
lotr:item.banner:21, Banner of the Hobbits
lotr:item.banner:22, Banner of Anórien
lotr:item.banner:23, Banner of Ithilien
lotr:item.banner:24, Banner of Lossarnach
lotr:item.banner:25, Banner of Lebennin
lotr:item.banner:26, Banner of Pelargir
lotr:item.banner:27, Banner of Blackroot Vale
lotr:item.banner:28, Banner of Pinnath Gelin
lotr:item.banner:29, Banner of Minas Morgul
lotr:item.banner:30, Banner of the Black Uruks
lotr:item.banner:31, Banner of the Stewards of Gondor
lotr:item.banner:32, Banner of Nan Ungol
lotr:item.banner:33, Banner of the Rhudaur Hillmen
lotr:item.banner:34, Banner of Lamedon
lotr:item.banner:35, Banner of Rhúdel
lotr:item.banner:36, Banner of Rivendell
lotr:item.banner:37, Banner of Esgaroth
lotr:item.banner:38, Banner of Umbar
lotr:item.banner:39, Banner of the Southron Nomads
lotr:item.banner:40, Banner of the Gulf of Harad
lotr:item.banner:41, Banner of Bree-land
lotr:item.sulfurMatch, Sulfur Match
lotr:item.swordAngmar, Angmar Sword
lotr:item.daggerAngmar, Angmar Dagger
lotr:item.daggerAngmarPoisoned, Poisoned Angmar Dagger
lotr:item.battleaxeAngmar, Angmar Battleaxe
lotr:item.hammerAngmar, Angmar Warhammer
lotr:item.spearAngmar, Angmar Spear
lotr:item.shovelAngmar, Angmar Shovel
lotr:item.pickaxeAngmar, Angmar Pickaxe
lotr:item.axeAngmar, Angmar Axe
lotr:item.hoeAngmar, Angmar Hoe
lotr:item.helmetAngmar, Angmar Helmet
lotr:item.bodyAngmar, Angmar Chestplate
lotr:item.legsAngmar, Angmar Leggings
lotr:item.bootsAngmar, Angmar Boots
lotr:item.mango, Mango
lotr:item.mugMangoJuice:0, Mango Juice
lotr:item.banana, Banana
lotr:item.bananaBread, Banana Bread
lotr:item.bananaCake, Banana Cake
lotr:item.lionFur, Lion Fur
lotr:item.lionRaw, Raw Lion
lotr:item.lionCooked, Cooked Lion
lotr:item.zebraRaw, Raw Zebra
lotr:item.zebraCooked, Cooked Zebra
lotr:item.rhinoRaw, Raw Rhino
lotr:item.rhinoCooked, Cooked Rhino
lotr:item.rhinoHorn, Rhino Horn
lotr:item.battleaxeRohan, Rohirric Battleaxe
lotr:item.lionBed, Lion Fur Bed
lotr:item.scimitarNearHarad, Umbaric Scimitar
lotr:item.helmetNearHarad, Coast Southron Helmet
lotr:item.bodyNearHarad, Coast Southron Chestplate
lotr:item.legsNearHarad, Coast Southron Leggings
lotr:item.bootsNearHarad, Coast Southron Boots
lotr:item.gemsbokHide, Gemsbok Hide
lotr:item.gemsbokHorn, Gemsbok Horn
lotr:item.helmetGemsbok, Gemsbok Hide Helmet
lotr:item.bodyGemsbok, Gemsbok Hide Chestplate
lotr:item.legsGemsbok, Gemsbok Hide Leggings
lotr:item.bootsGemsbok, Gemsbok Hide Boots
lotr:item.mapleSyrup, Maple Syrup
lotr:item.hobbitPancakeMapleSyrup, Hobbit Pancake with Maple Syrup
lotr:item.mugMapleBeer:0, Maple Beer
lotr:item.mugMapleBeer:1, Maple Beer
lotr:item.mugMapleBeer:2, Maple Beer
lotr:item.mugMapleBeer:3, Maple Beer
lotr:item.mugMapleBeer:4, Maple Beer
lotr:item.helmetHighElven, Lindon Helmet
lotr:item.bodyHighElven, Lindon Chestplate
lotr:item.legsHighElven, Lindon Leggings
lotr:item.bootsHighElven, Lindon Boots
lotr:item.shovelHighElven, Lindon Shovel
lotr:item.pickaxeHighElven, Lindon Pickaxe
lotr:item.axeHighElven, Lindon Axe
lotr:item.swordHighElven, Lindon Sword
lotr:item.hoeHighElven, Lindon Hoe
lotr:item.daggerHighElven, Lindon Dagger
lotr:item.daggerHighElvenPoisoned, Poisoned Lindon Dagger
lotr:item.spearHighElven, Lindon Spear
lotr:item.highElvenBed, High Elven Bed
lotr:item.daggerNearHarad, Umbaric Dagger
lotr:item.daggerNearHaradPoisoned, Poisoned Umbaric Dagger
lotr:item.spearNearHarad, Umbaric Spear
lotr:item.nearHaradBow, Bow of Harad
lotr:item.date, Date
lotr:item.mugAraq:0, Arak
lotr:item.mugAraq:1, Arak
lotr:item.mugAraq:2, Arak
lotr:item.mugAraq:3, Arak
lotr:item.mugAraq:4, Arak
lotr:item.blueDwarfSteel, Blue Dwarven Steel Ingot
lotr:item.shovelBlueDwarven, Blue Dwarven Shovel
lotr:item.pickaxeBlueDwarven, Blue Dwarven Pickaxe
lotr:item.axeBlueDwarven, Blue Dwarven Axe
lotr:item.swordBlueDwarven, Blue Dwarven Sword
lotr:item.hoeBlueDwarven, Blue Dwarven Hoe
lotr:item.daggerBlueDwarven, Blue Dwarven Dagger
lotr:item.daggerBlueDwarvenPoisoned, Poisoned Blue Dwarven Dagger
lotr:item.battleaxeBlueDwarven, Blue Dwarven Battleaxe
lotr:item.hammerBlueDwarven, Blue Dwarven Warhammer
lotr:item.mattockBlueDwarven, Blue Dwarven Mattock
lotr:item.throwingAxeBlueDwarven, Blue Dwarven Throwing Axe
lotr:item.helmetBlueDwarven, Blue Dwarven Helmet
lotr:item.bodyBlueDwarven, Blue Dwarven Chestplate
lotr:item.legsBlueDwarven, Blue Dwarven Leggings
lotr:item.bootsBlueDwarven, Blue Dwarven Boots
lotr:item.dwarvenRing, Dwarven Marriage Ring
lotr:item.spearDwarven, Dwarven Spear
lotr:item.spearBlueDwarven, Blue Dwarven Spear
lotr:item.horseArmorIron, item.lotr:horseArmorIron.name
lotr:item.horseArmorGold, item.lotr:horseArmorGold.name
lotr:item.horseArmorDiamond, item.lotr:horseArmorDiamond.name
lotr:item.horseArmorGondor, Gondorian Horse Armor
lotr:item.horseArmorRohan, Rohirric Horse Armor
lotr:item.wargArmorUruk, Isengard Warg Armor
lotr:item.horseArmorHighElven, Lindon Horse Armor
lotr:item.horseArmorGaladhrim, Galadhrim Horse Armor
lotr:item.horseArmorMorgul, Morgul Horse Armor
lotr:item.horseArmorMithril, Mithril Horse Armor
lotr:item.elkArmorWoodElven, Wood-elven Elk Armor
lotr:item.wargArmorMordor, Mordor Warg Armor
lotr:item.wargArmorAngmar, Angmar Warg Armor
lotr:item.mugCarrotWine:0, Carrot Wine
lotr:item.mugCarrotWine:1, Carrot Wine
lotr:item.mugCarrotWine:2, Carrot Wine
lotr:item.mugCarrotWine:3, Carrot Wine
lotr:item.mugCarrotWine:4, Carrot Wine
lotr:item.mugBananaBeer:0, Banana Beer
lotr:item.mugBananaBeer:1, Banana Beer
lotr:item.mugBananaBeer:2, Banana Beer
lotr:item.mugBananaBeer:3, Banana Beer
lotr:item.mugBananaBeer:4, Banana Beer
lotr:item.mugMelonLiqueur:0, Melon Liqueur
lotr:item.mugMelonLiqueur:1, Melon Liqueur
lotr:item.mugMelonLiqueur:2, Melon Liqueur
lotr:item.mugMelonLiqueur:3, Melon Liqueur
lotr:item.mugMelonLiqueur:4, Melon Liqueur
lotr:item.strawBed, Straw Bed
lotr:item.orcSkullStaff, Orc Skull Staff
lotr:item.swordDolGuldur, Dol Guldur Sword
lotr:item.daggerDolGuldur, Dol Guldur Dagger
lotr:item.daggerDolGuldurPoisoned, Poisoned Dol Guldur Dagger
lotr:item.spearDolGuldur, Dol Guldur Spear
lotr:item.shovelDolGuldur, Dol Guldur Shovel
lotr:item.axeDolGuldur, Dol Guldur Axe
lotr:item.pickaxeDolGuldur, Dol Guldur Pickaxe
lotr:item.hoeDolGuldur, Dol Guldur Hoe
lotr:item.battleaxeDolGuldur, Dol Guldur Battleaxe
lotr:item.hammerDolGuldur, Dol Guldur Warhammer
lotr:item.helmetDolGuldur, Dol Guldur Helmet
lotr:item.bodyDolGuldur, Dol Guldur Chestplate
lotr:item.legsDolGuldur, Dol Guldur Leggings
lotr:item.bootsDolGuldur, Dol Guldur Boots
lotr:item.dalishPastry, Dalish Pastry
lotr:item.redBook, Red Book
